,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
10308,307979,ABE,closed,RAF Calveley,53.113333,-2.603889,,EU,GB,GB-ENG,Cheshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Calveley,
10309,302247,ABL,closed,RNAS/RAF Calshot,50.8199131549,-1.30677223206,,EU,GB,GB-ENG,Hampshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Calshot,
10315,300604,ADJ,closed,RAF Castletown,58.584719888100004,-3.3481693267800003,,EU,GB,GB-SCT,Caithness,no,,,,,http://en.wikipedia.org/wiki/RAF_Castletown,
11994,306974,BE-0005,closed,RAF Castle Camps,52.051389,0.37861100000000003,420.0,EU,GB,GB-ENG,Cambridgeshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Castle_Camps,
12237,302248,bl,closed,RNAS Pembroke/RNAS Milton/RAF Carew Cheriton,51.690117088,-4.812355041499999,,,GB,GB-ENG,Pembrokeshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Carew_Cheriton,
13645,314749,Cark,small_airport,Cark airfield,54.163753,-2.9622990000000002,20.0,EU,GB,GB-ENG,Cark,no,,,,,https://en.wikipedia.org/wiki/Cark,Cark
18194,307538,EG03,small_airport,Badminton Airfield,51.5484166846,-2.30318069458,495.0,EU,GB,GB-ENG,Badminton,no,EG03,,,,,
18195,307747,EG19,small_airport,Fadmoor Airfield,54.308086314899995,-0.983104705811,,EU,GB,GB-ENG,Kirbymoorside,no,EG19,,,,,
18196,35133,EG32,small_airport,[Duplicate] Langar Airfield,52.890659,-0.901694,109.0,EU,GB,GB-ENG,Langar,no,,,EG32,,,
18197,35134,EG34,small_airport,Ledbury Airport,52.0019,-2.47416,250.0,EU,GB,GB-ENG,Ledbury,no,,,,,,
18198,308207,EG3L,small_airport,Milfield Glider Field,55.591636,-2.087231,,EU,GB,GB-ENG,,yes,EGEX,,,,,
18199,28473,EG64,small_airport,Rufforth West,53.94829,-1.185575,65.0,EU,GB,GB-ENG,York (Rufforth),no,EGYJ,,,,http://en.wikipedia.org/wiki/RAF_Rufforth,"UK11, RAF Rufforth"
18200,3074,EG73,closed,RNAS Fearn Air Base,57.757999,-3.943,25.0,EU,GB,GB-SCT,Fearn,no,,,,,https://en.wikipedia.org/wiki/RNAS_Fearn_(HMS_Owl),RNAS Fearn
18201,3075,EG74,small_airport,Bruntingthorpe Airport,52.492971999999995,-1.12509,467.0,EU,GB,GB-ENG,Bruntingthorpe,no,,,,http://www.bruntingthorpe.com/,http://en.wikipedia.org/wiki/Bruntingthorpe_Aerodrome,RAF Bruntingthorpe
18202,2385,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,http://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove"
18203,2386,EGAB,medium_airport,St Angelo Airport,54.39889907836914,-7.651669979095459,155.0,EU,GB,GB-NIR,Enniskillen,no,EGAB,ENK,,,http://en.wikipedia.org/wiki/Enniskillen/St_Angelo_Airport,
18204,2387,EGAC,large_airport,George Best Belfast City Airport,54.61809921264648,-5.872499942779541,15.0,EU,GB,GB-NIR,Belfast,yes,EGAC,BHD,,http://www.belfastcityairport.com/,http://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,
18205,29105,EGAD,small_airport,Newtownards Airport,54.5811004639,-5.691939830780001,9.0,EU,GB,GB-NIR,Newtownards,no,EGAD,,,,,
18206,2388,EGAE,medium_airport,City of Derry Airport,55.04280090332031,-7.161109924316406,22.0,EU,GB,GB-NIR,Derry,yes,EGAE,LDY,,http://www.cityofderryairport.com/,http://en.wikipedia.org/wiki/City_of_Derry_Airport,Londonderry Eglinton Airport
18208,29106,EGAL,closed,Langford Lodge Air Base,54.62310028,-6.30000019,,EU,GB,GB-NIR,Belfast,no,EGAL,,,,http://en.wikipedia.org/wiki/RAF_Langford_Lodge,"RAF Langford Lodge, Martin-Baker"
18211,2389,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.7480299472799998,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,http://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),
18212,29107,EGBC,heliport,Cheltenham Racecourse Heliport,51.925626,-2.054351,213.0,EU,GB,GB-ENG,Cheltenham,no,EGBC,,,,http://en.wikipedia.org/wiki/Cheltenham_Racecourse_Heliport,
18213,29108,EGBD,small_airport,Derby Airfield,52.8596992493,-1.61749994755,175.0,EU,GB,GB-ENG,Derby,no,EGBD,,,http://www.derbyaeroclub.com/,http://en.wikipedia.org/wiki/Derby_Airfield,
18214,2390,EGBE,medium_airport,Coventry Airport,52.3697013855,-1.47971999645,267.0,EU,GB,GB-ENG,Coventry,no,EGBE,CVT,,http://www.coventryairport.co.uk/,http://en.wikipedia.org/wiki/Coventry_Airport,RAF Baginton
18215,307357,EGBF,small_airport,Bedford Aerodrome,52.2325,-0.44555559999999994,270.0,EU,GB,GB-ENG,Bedford,no,EGBF,,,http://www.bedfordaerodrome.com/,https://en.wikipedia.org/wiki/Bedford_Aerodrome,"RAE Bedford,EGVW"
18216,2391,EGBG,small_airport,Leicester Airport,52.6077995300293,-1.0319399833679201,469.0,EU,GB,GB-ENG,Leicester,no,EGBG,,,,http://en.wikipedia.org/wiki/Leicester_Airport,
18217,2392,EGBJ,medium_airport,Gloucestershire Airport,51.89419937133789,-2.1672201156616206,101.0,EU,GB,GB-ENG,Staverton,no,EGBJ,GLO,,,http://en.wikipedia.org/wiki/Gloucestershire_Airport,
18218,29109,EGBK,small_airport,Sywell Aerodrome,52.305301666300004,-0.7930560112,429.0,EU,GB,GB-ENG,Northampton,no,EGBK,ORM,,http://www.sywellaerodrome.co.uk/,http://en.wikipedia.org/wiki/Sywell_Aerodrome,
18219,29110,EGBL,small_airport,Long Marston Airfield,52.14030075,-1.75361001,154.0,EU,GB,GB-ENG,Long Marston,no,EGBL,,,,http://en.wikipedia.org/wiki/Long_Marston_Airfield,RAF Long Marston
18220,29111,EGBM,small_airport,Tatenhill Airfield,52.8147010803,-1.7611099481599999,439.0,EU,GB,GB-ENG,Burton upon Trent,no,EGBM,,,http://www.tatenhill.com/,http://en.wikipedia.org/wiki/Tatenhill_Airfield,RAF Tatenhill
18221,2393,EGBN,medium_airport,Nottingham Airport,52.91999816894531,-1.079169988632202,138.0,EU,GB,GB-ENG,Nottingham,yes,EGBN,NQT,,http://www.nottinghamairport.co.uk/,http://en.wikipedia.org/wiki/Nottingham_Airport,
18222,2394,EGBO,small_airport,Wolverhampton Halfpenny Green Airport,52.51750183105469,-2.2594399452209477,283.0,EU,GB,GB-ENG,Wolverhampton,no,EGBO,,,,http://en.wikipedia.org/wiki/Wolverhampton_Airport,"Wolverhampton Business Airport, Bobbington Airport"
18223,2395,EGBP,small_airport,Cotswold Airport,51.668095,-2.05694,433.0,EU,GB,GB-ENG,Kemble,no,EGBP,GBA,,http://www.cotswoldairport.com/,https://en.wikipedia.org/wiki/Cotswold_Airport,"RAF Kemble, Kemble Airfield, Kemble Airport, Cotswold Airport"
18224,307540,EGBR,small_airport,Breighton Airfield,53.8024,-0.9159639999999999,163.0,EU,GB,GB-ENG,Breighton,no,EGBR,,,,http://en.wikipedia.org/wiki/RAF_Breighton,
18225,29112,EGBS,small_airport,Shobdon Aerodrome,52.2416992188,-2.88110995293,318.0,EU,GB,GB-ENG,Shobdon,no,EGBS,,,http://www.aeroclub.co.uk/,http://en.wikipedia.org/wiki/Shobdon_Aerodrome,Herefordshire Aero Club
18226,2396,EGBT,small_airport,Turweston Airport,52.0407981873,-1.09555995464,448.0,EU,GB,GB-ENG,Turweston,no,EGBT,,,http://www.turwestonflight.com/,http://en.wikipedia.org/wiki/Turweston_Aerodrome,RAF Turweston
18227,29113,EGBV,heliport,Silverstone Heliport,52.0713996887207,-1.016669988632202,502.0,EU,GB,GB-ENG,Buckingham,no,EGBV,,,http://www.flysilverstone.co.uk//,http://en.wikipedia.org/wiki/Silverstone_Heliport,"RAF Silverstone, British Grand Prix"
18228,2397,EGBW,small_airport,Wellesbourne Mountford Airport,52.19219970703125,-1.6144399642944336,159.0,EU,GB,GB-ENG,Stratford-on-Avon,no,EGBW,,,http://www.wellesbourneairfield.com/,http://en.wikipedia.org/wiki/Wellesbourne_Mountford_Airfield,
18229,314577,EGCA,small_airport,Coal Aston Airfield,53.304722,-1.430556,750.0,EU,GB,GB-ENG,,no,EGCA,,,,http://en.wikipedia.org/wiki/Coal_Aston_Airfield,
18230,29114,EGCB,small_airport,City Airport Manchester,53.471698761000006,-2.38971996307,73.0,EU,GB,GB-ENG,Manchester / Salford,no,EGCB,,,http://www.cityairportmanchester.com/,http://en.wikipedia.org/wiki/City_Airport_Manchester,Barton Aerodrome
18231,2398,EGCC,large_airport,Manchester Airport,53.35369873046875,-2.2749500274658203,257.0,EU,GB,GB-ENG,Manchester,yes,EGCC,MAN,,http://www.manchesterairport.co.uk/,http://en.wikipedia.org/wiki/Manchester_Airport,"Ringway Airport, RAF Ringway"
18232,2399,EGCD,closed,Manchester Woodford Airport,53.3381,-2.14889,295.0,EU,GB,GB-ENG,Manchester,no,EGCD,,XXB,,http://en.wikipedia.org/wiki/Woodford_Aerodrome,
18233,307763,EGCE,closed,RAF Wrexham,53.0666666667,-2.95027777778,250.0,EU,GB,GB-WLS,Wrexham,no,EGCE,,,,http://en.wikipedia.org/wiki/RAF_Wrexham,Borras Airfield
18234,29115,EGCF,small_airport,Sandtoft Airfield,53.559700012200004,-0.8583329916,11.0,EU,GB,GB-ENG,Belton,no,EGCF,,,http://www.newsandtoftaviation.co.uk/,http://en.wikipedia.org/wiki/Sandtoft_Airfield,
18235,307765,EGCG,small_airport,Strubby Airfield,53.310826,0.172269,45.0,EU,GB,GB-ENG,Strubby,no,EGCG,,,http://www.strubbyairfield.co.uk/,,
18236,314580,EGCH,heliport,Holyhead Heliport,53.298848,-4.616862,39.0,EU,GB,GB-WLS,,no,EGCH,,EGCH,,,
18237,29116,EGCJ,small_airport,Sherburn-In-Elmet Airfield,53.788458,-1.216877,26.0,EU,GB,GB-ENG,Selby,no,EGCJ,,,http://www.sherburn-aero-club.org.uk/,http://en.wikipedia.org/wiki/Sherburn-in-Elmet_Airfield,
18238,2400,EGCK,small_airport,Caernarfon Airport,53.10181899999999,-4.337614,1.0,EU,GB,GB-WLS,Caernarfon,no,EGCK,,,http://www.caernarfonairport.com,http://en.wikipedia.org/wiki/Caernarfon_Airport,
18239,29117,EGCL,small_airport,Fenland Airfield,52.739200591999996,-0.0297219995409,8.0,EU,GB,GB-ENG,Spalding,no,EGCL,,,,http://en.wikipedia.org/wiki/Fenland_Airfield,
18240,2401,EGCN,large_airport,Robin Hood Doncaster Sheffield Airport,53.4805378105,-1.01065635681,55.0,EU,GB,GB-ENG,Doncaster,yes,EGCN,DSA,,http://www.robinhoodairport.com/,http://en.wikipedia.org/wiki/Robin_Hood_Airport_Doncaster_Sheffield,RAF Finningley
18241,29118,EGCO,closed,Birkdale Sands Beach Runway,53.645302,-3.02861,3.0,EU,GB,GB-ENG,Southport,no,EGCO,,,,,
18242,29119,EGCP,closed,RAF Thorne,53.6222,-0.928056,16.0,EU,GB,GB-ENG,Thorne,no,EGCP,,,,,
18243,29120,EGCS,small_airport,Sturgate Airfield,53.38109970092773,-0.6852779984474182,58.0,EU,GB,GB-ENG,Lincoln,no,EGCS,,,http://www.lincolnaeroclub.co.uk/airfield.html,http://en.wikipedia.org/wiki/Sturgate_Airfield,RAF Sturgate
18244,29121,EGCT,small_airport,Tilstock Airfield,52.93080139160156,-2.646389961242676,301.0,EU,GB,GB-ENG,Whitchurch,no,EGCT,,,,http://en.wikipedia.org/wiki/Tilstock_Airfield,"RAF Whitchurch Heath, RAF Tilstock"
18245,29122,EGCV,small_airport,Sleap Airport,52.8339004517,-2.77167010307,275.0,EU,GB,GB-ENG,Shrewsbury,no,EGCV,,,http://www.shropshireaeroclub.com/,http://en.wikipedia.org/wiki/Sleap_Airfield,RAF Sleap
18246,2402,EGCW,small_airport,Welshpool Airport,52.62860107421875,-3.153330087661743,233.0,EU,GB,GB-WLS,Welshpool,no,EGCW,,,http://www.welshpoolairport.co.uk/,http://en.wikipedia.org/wiki/Welshpool_Airport,Mid-Wales
18247,299895,EGDA,closed,RAF Brawdy,51.88375,-5.119972,,EU,GB,GB-WLS,,no,EGDA,,,,http://en.wikipedia.org/wiki/RAF_Brawdy,
18248,2403,EGDC,medium_airport,Royal Marines Base Chivenor Airport,51.08720016479492,-4.150340080261231,27.0,EU,GB,GB-ENG,Chivenor,no,EGDC,,,,http://en.wikipedia.org/wiki/Royal_Marines_Base_Chivenor,
18249,29701,EGDD,small_airport,Bicester Airfield,51.91669845581055,-1.1319400072097778,266.0,EU,GB,GB-ENG,Bicester,no,EGDD,,,,http://en.wikipedia.org/wiki/Bicester_Airfield,RAF Bicester
18250,29123,EGDJ,small_airport,Upavon Aerodrome,51.2862014771,-1.7820199728,574.0,EU,GB,GB-ENG,Upavon,no,EGDJ,UPV,,,http://en.wikipedia.org/wiki/RAF_Upavon,"RAF Upavon, Trenchard Lines, Salisbury Plain"
18251,2405,EGDL,closed,RAF Lyneham,51.5051,-1.99343,513.0,EU,GB,GB-ENG,Lyneham,no,EGDL,LYE,,http://www.raf.mod.uk/raflyneham/,http://en.wikipedia.org/wiki/RAF_Lyneham,
18252,2406,EGDM,medium_airport,MoD Boscombe Down Airport,51.152198791503906,-1.7474100589752195,407.0,EU,GB,GB-ENG,Amesbury,no,EGDM,,,,http://en.wikipedia.org/wiki/MoD_Boscombe_Down,RAF Boscombe Down
18253,29124,EGDN,small_airport,Netheravon Airfield,51.247200012200004,-1.7542500495900002,456.0,EU,GB,GB-ENG,Netheravon,no,EGDN,,,,,
18254,2407,EGDO,small_airport,Predannack Airport,50.00120162963867,-5.230830192565918,295.0,EU,GB,GB-ENG,Predannack Wollas,no,EGDO,,,,http://en.wikipedia.org/wiki/Predannack_Airfield,
18255,29125,EGDP,heliport,RNAS Portland Heliport,50.56809997558594,-2.4497199058532715,,EU,GB,GB-ENG,Portland,no,EGDP,,,,,
18256,2408,EGDR,medium_airport,RNAS Culdrose,50.08610153198242,-5.2557101249694815,267.0,EU,GB,GB-ENG,Helston,no,EGDR,,,,http://en.wikipedia.org/wiki/RNAS_Culdrose_(HMS_Seahawk),
18257,30571,EGDT,small_airport,Wroughton Airfield,51.50609970092773,-1.8019399642944336,656.0,EU,GB,GB-ENG,Wroughton,no,EGDT,,,,http://en.wikipedia.org/wiki/RAF_Wroughton,RAF Wroughton
18258,307906,EGDV,small_airport,Hullavington Airfield,51.526732,-2.141555,327.0,EU,GB,GB-ENG,Hullavington,no,EGDV,,,,http://en.wikipedia.org/wiki/RAF_Hullavington,RAF Hullavington
18259,30133,EGDW,small_airport,Merryfield RNAS Air Base,50.962502,-2.9355599999999997,151.0,EU,GB,GB-ENG,Ilminster,no,EGDW,,,,https://en.wikipedia.org/wiki/RNAS_Merryfield,"RAF Merryfield, RAF Isle Abbots, HMS Heron"
18260,2409,EGDX,medium_airport,MoD St. Athan,51.4048,-3.43575,163.0,EU,GB,GB-WLS,St. Athan,no,EGDX,,,,http://en.wikipedia.org/wiki/MOD_St_Athan,
18261,2410,EGDY,medium_airport,RNAS Yeovilton,51.0093994140625,-2.638819932937622,75.0,EU,GB,GB-ENG,Yeovil,no,EGDY,YEO,,,http://en.wikipedia.org/wiki/RNAS_Yeovilton_(HMS_Heron),
18262,44410,EGEA,heliport,Culter Heliport,57.1198600605,-2.32116490602,300.0,EU,GB,GB-SCT,,no,EGEA,,,http://www.hjshelicopters.co.uk/Culter%20Helipad.html,,
18263,2411,EGEC,medium_airport,Campbeltown Airport,55.43719863891602,-5.686389923095702,42.0,EU,GB,GB-SCT,Campbeltown,yes,EGEC,CAL,,http://www.hial.co.uk/campbeltown-airport.html,http://en.wikipedia.org/wiki/Campbeltown_Airport,"Kintyre, RAF Machrihanish, Kinlochkilkerran"
18264,29126,EGED,medium_airport,Eday Airport,59.19060134887695,-2.7722198963165283,10.0,EU,GB,GB-SCT,Eday,yes,EGED,EOI,,,http://en.wikipedia.org/wiki/Eday_Airport,London Airport
18265,29127,EGEF,medium_airport,Fair Isle Airport,59.53580093383789,-1.628059983253479,223.0,EU,GB,GB-SCT,Fair Isle,yes,EGEF,FIE,,http://www.fairisle.org.uk/egef/index.htm,http://en.wikipedia.org/wiki/Fair_Isle_Airport,
18266,43213,EGEG,heliport,Glasgow City Heliport,55.86138916015625,-4.29694414138794,,EU,GB,GB-SCT,Glasgow,no,EGEG,,,http://www.bondairservices.com/,http://en.wikipedia.org/wiki/Glasgow_City_Heliport,
18267,29128,EGEH,small_airport,Whalsay Airport,60.37749862670898,-0.9255560040473938,100.0,EU,GB,GB-SCT,Whalsay,no,EGEH,WHS,,,,
18268,44408,EGEL,small_airport,Coll Airport,56.601898193400004,-6.617780208589999,21.0,EU,GB,GB-SCT,Coll Island,no,EGEL,COL,,,,
18269,29129,EGEN,small_airport,North Ronaldsay Airport,59.367500305200004,-2.43443989754,40.0,EU,GB,GB-SCT,North Ronaldsay,yes,EGEN,NRL,,,http://en.wikipedia.org/wiki/North_Ronaldsay_Airport,
18270,2412,EGEO,small_airport,Oban Airport,56.4635009765625,-5.399670124053955,20.0,EU,GB,GB-SCT,North Connel,no,EGEO,OBN,,,http://en.wikipedia.org/wiki/Oban_Airport,
18271,29130,EGEP,small_airport,Papa Westray Airport,59.351699829100006,-2.9002799987800003,91.0,EU,GB,GB-SCT,Papa Westray,yes,EGEP,PPW,,,http://en.wikipedia.org/wiki/Papa_Westray_Airport,Papay
18272,29131,EGER,small_airport,Stronsay Airport,59.1553001404,-2.6413900852200003,39.0,EU,GB,GB-SCT,Stronsay,yes,EGER,SOY,,,,
18273,29132,EGES,small_airport,Sanday Airport,59.25030136108398,-2.576669931411743,68.0,EU,GB,GB-SCT,Sanday,yes,EGES,NDY,,,,
18274,29133,EGET,small_airport,Lerwick / Tingwall Airport,60.192199707,-1.24361002445,43.0,EU,GB,GB-SCT,Lerwick,yes,EGET,LWK,,,http://en.wikipedia.org/wiki/Tingwall_Airport,
18275,29134,EGEW,small_airport,Westray Airport,59.350299835200005,-2.95000004768,29.0,EU,GB,GB-SCT,Westray,yes,EGEW,WRY,,,http://en.wikipedia.org/wiki/Westray_Airport,
18276,44409,EGEY,small_airport,Colonsay Airstrip,56.05749893189999,-6.243060112,44.0,EU,GB,GB-SCT,Colonsay,no,EGEY,CSA,,,,Machrins
18277,314581,EGEZ,heliport,Nesscliffe Camp Helipad,52.757778,-2.9275,200.0,EU,GB,GB-ENG,Nesscliffe,no,EGEZ,,EGEZ,,,
18278,2413,EGFA,small_airport,Aberporth Airport,52.1152992249,-4.5569400787399985,428.0,EU,GB,GB-WLS,Aberporth,no,EGFA,,,http://www.wwaa.co.uk/,http://en.wikipedia.org/wiki/Aberporth_Airport,RAF Blaenanerch
18279,29135,EGFC,heliport,Cardiff Heliport,51.4674987793,-3.13750004768,,EU,GB,GB-WLS,Cardiff,no,EGFC,,,http://www.veritair.com/,http://en.wikipedia.org/wiki/Cardiff_Heliport,Tremorfa Foreshore Heliport
18280,2414,EGFE,medium_airport,Haverfordwest Airport,51.83309936523438,-4.9611101150512695,159.0,EU,GB,GB-WLS,Haverfordwest,no,EGFE,HAW,,,http://en.wikipedia.org/wiki/Haverfordwest_Aerodrome,
18281,2415,EGFF,large_airport,Cardiff International Airport,51.39670181274414,-3.343329906463623,220.0,EU,GB,GB-WLS,Cardiff,yes,EGFF,CWL,,http://www.cwlfly.com/,http://en.wikipedia.org/wiki/Cardiff_International_Airport,Rhoose
18282,2416,EGFH,medium_airport,Swansea Airport,51.60530090332031,-4.0678300857543945,299.0,EU,GB,GB-WLS,Swansea,no,EGFH,SWS,,,http://en.wikipedia.org/wiki/Swansea_Airport,
18283,29136,EGFP,small_airport,Pembrey Airport,51.71390151977539,-4.312220096588135,15.0,EU,GB,GB-WLS,Pembrey,no,EGFP,,,,http://en.wikipedia.org/wiki/Pembrey_Airport,RAF Pembrey
18284,2417,EGGD,large_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,http://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom
18285,307912,EGGH,closed,Heston Aerodrome,51.491815,-0.393909,105.0,EU,GB,GB-ENG,London,no,EGGH,,,,http://en.wikipedia.org/wiki/Heston_Aerodrome,"RAF Heston, Heston Air Park, Heston Airport"
18286,2418,EGGP,large_airport,Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703,80.0,EU,GB,GB-ENG,Liverpool,yes,EGGP,LPL,,http://www.liverpoolairport.com/,http://en.wikipedia.org/wiki/Liverpool_John_Lennon_Airport,
18287,2419,EGGW,large_airport,London Luton Airport,51.87469863891602,-0.36833301186561584,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,http://en.wikipedia.org/wiki/London_Luton_Airport,LON
18288,29137,EGHA,small_airport,Compton Abbas Aerodrome,50.967201232910156,-2.1536099910736084,811.0,EU,GB,GB-ENG,Shaftesbury,no,EGHA,,,http://www.abbasair.co.uk/,http://en.wikipedia.org/wiki/Compton_Abbas_Airfield,
18289,29138,EGHB,small_airport,Maypole Airfield,51.337508,1.155292,100.0,EU,GB,GB-ENG,Maypole,no,EGHB,,,http://www.maypoleairfield.com,https://en.wikipedia.org/wiki/Maypole_Airfield,
18290,29139,EGHC,medium_airport,Land's End Airport,50.102798,-5.67056,398.0,EU,GB,GB-ENG,Land's End,yes,EGHC,LEQ,,http://www.landsendairport.co.uk/,http://en.wikipedia.org/wiki/Land%27s_End_Airport,St. Just Airport
18291,2420,EGHD,closed,Plymouth City Airport,50.422798,-4.10583,476.0,EU,GB,GB-ENG,Plymouth,yes,EGHD,PLH,,http://www.plymouthairport.com/,http://en.wikipedia.org/wiki/Plymouth_City_Airport,
18292,29140,EGHE,medium_airport,St. Mary's Airport,49.91329956054688,-6.291669845581055,116.0,EU,GB,GB-ENG,St. Mary's,yes,EGHE,ISC,,http://www.scilly.gov.uk/transport/airandsea/airport/,http://en.wikipedia.org/wiki/St._Mary%27s_Airport_%28Isles_of_Scilly%29,
18293,29141,EGHF,small_airport,RNAS Lee-On-Solent,50.81420135498047,-1.2033300399780271,32.0,EU,GB,GB-ENG,Lee-on-Solent,no,EGHF,,,,http://en.wikipedia.org/wiki/RNAS_Lee-on-Solent_%28HMS_Daedalus%29,"HMS Daedalus, HMS Ariel, EGUS"
18294,29142,EGHG,small_airport,Yeovil/Westland Aerodrome,50.93999862670898,-2.6586101055145264,202.0,EU,GB,GB-ENG,Yeovil,no,EGHG,,,,http://en.wikipedia.org/wiki/Yeovil/Westland_Airport,
18295,2421,EGHH,large_airport,Bournemouth Airport,50.77999877929688,-1.8424999713897705,38.0,EU,GB,GB-ENG,Bournemouth,yes,EGHH,BOH,,http://www.bournemouthairport.com/,http://en.wikipedia.org/wiki/Bournemouth_Airport,RAF Hurn
18296,2422,EGHI,large_airport,Southampton Airport,50.95029830932617,-1.3567999601364136,44.0,EU,GB,GB-ENG,Southampton,yes,EGHI,SOU,,http://www.southamptonairport.com/,http://en.wikipedia.org/wiki/Southampton_Airport,"RAF Eastleigh, RAF Southampton"
18297,29143,EGHJ,small_airport,Bembridge Airport,50.678100585900005,-1.10943996906,53.0,EU,GB,GB-ENG,Bembridge,no,EGHJ,BBP,,http://www.eghj.com/,http://en.wikipedia.org/wiki/Bembridge_Airport,Britten Norman
18298,29144,EGHK,closed,Penzance Heliport,50.128101,-5.51845,14.0,EU,GB,GB-ENG,Penzance,yes,EGHK,PZE,,http://www.brit-int.co.uk/Penzanceheliport.html,http://en.wikipedia.org/wiki/Penzance_Heliport,
18299,2423,EGHL,medium_airport,Lasham Airport,51.18719863891602,-1.0334999561309814,618.0,EU,GB,GB-ENG,Lasham,no,EGHL,QLA,,http://www.lasham.org.uk/,http://en.wikipedia.org/wiki/Lasham_Airfield,"Basingstoke, RAF Lasham"
18300,29145,EGHN,small_airport,Isle of Wight / Sandown Airport,50.653099,-1.18221998,55.0,EU,GB,GB-ENG,Sandown,no,EGHN,,,http://www.eghn.org.uk,http://en.wikipedia.org/wiki/Isle_of_Wight/Sandown_Airport,
18301,29146,EGHO,small_airport,Thruxton Aerodrome,51.21060180664063,-1.6000000238418581,319.0,EU,GB,GB-ENG,Andover,no,EGHO,,,http://www.westernairthruxton.co.uk/,http://en.wikipedia.org/wiki/Thruxton_Aerodrome,
18302,29147,EGHP,small_airport,Popham Airport,51.19390106201172,-1.23471999168396,550.0,EU,GB,GB-ENG,Basingstoke,no,EGHP,,,http://www.popham-airfield.co.uk/,http://en.wikipedia.org/wiki/Popham_Airfield,
18303,2404,EGHQ,medium_airport,Newquay Cornwall Airport,50.44060134887695,-4.995409965515137,390.0,EU,GB,GB-ENG,Newquay,yes,EGHQ,NQY,,http://www.newquaycornwallairport.com/,http://en.wikipedia.org/wiki/Newquay_Cornwall_Airport,"St Mawgan, EGDG"
18304,29148,EGHR,small_airport,Chichester/Goodwood Airport,50.85940170288086,-0.7591670155525208,98.0,EU,GB,GB-ENG,Chichester,no,EGHR,QUG,,http://www.goodwood.co.uk/aviation/,http://en.wikipedia.org/wiki/Chichester/Goodwood_Airport,RAF Westhampnett
18305,29149,EGHS,small_airport,Henstridge Airfield,50.98500061035156,-2.357219934463501,184.0,EU,GB,GB-ENG,Henstridge,no,EGHS,,,http://www.henstridgeairfield.com/,,"Lower Marsh, HMS Dipper"
18306,35157,EGHT,heliport,Tresco Heliport,49.94559860229492,-6.331389904022218,20.0,EU,GB,GB-ENG,Tresco,no,EGHT,,,,http://en.wikipedia.org/wiki/Tresco_Heliport,
18307,29150,EGHU,small_airport,Eaglescott Airfield,50.9286003112793,-3.9894399642944336,655.0,EU,GB,GB-ENG,Burrington,no,EGHU,,,,http://en.wikipedia.org/wiki/Eaglescott_Airfield,
18308,29151,EGHY,small_airport,Truro Airport,50.27840042114258,-5.142290115356445,127.0,EU,GB,GB-ENG,Truro,no,EGHY,,,,,
18312,2427,EGKA,medium_airport,Shoreham Airport,50.835602,-0.297222,7.0,EU,GB,GB-ENG,Brighton,no,EGKA,ESH,,http://flybrighton.com,http://en.wikipedia.org/wiki/Shoreham_Airport,
18313,2428,EGKB,medium_airport,London Biggin Hill Airport,51.330799102799986,0.032499998807900006,598.0,EU,GB,GB-ENG,London,no,EGKB,BQH,,http://www.bigginhillairport.com/,http://en.wikipedia.org/wiki/London_Biggin_Hill_Airport,"LON, RAF Biggin Hill"
18314,321690,EGKC,small_airport,Bognor Regis,50.801667,-0.6588470000000001,1.0,EU,GB,GB-ENG,,no,EGKC,,,https://www.brgc.co.uk/location/,,
18315,29152,EGKE,small_airport,Challock Airfield,51.20830154418945,0.8291670083999634,600.0,EU,GB,GB-ENG,Challock,no,EGKE,,,,,
18316,29153,EGKG,heliport,Goodwood Racecourse Heliport,50.90060043334961,-0.7397220134735107,510.0,EU,GB,GB-ENG,Chichester,no,EGKG,,,,http://en.wikipedia.org/wiki/Goodwood_Racecourse_Heliport,
18317,29154,EGKH,small_airport,Lashenden (Headcorn) Airfield,51.156898,0.641667,72.0,EU,GB,GB-ENG,Maidstone,no,EGKH,,,http://www.headcornaerodrome.co.uk,http://en.wikipedia.org/wiki/Lashenden_%28Headcorn%29_Airfield,RAF Lashenden
