,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
22108,321059,GB-0464,small_airport,Hunsdon Airfield,51.8078,0.06964400000000001,244.0,EU,GB,GB-ENG,,no,,,,http://www.hunsdonmicrolightclub.info,,
22109,321069,GB-0465,small_airport,Culbokie Airstrip,57.586843,-4.3163599999999995,550.0,EU,GB,GB-SCT,,no,,,,,,
22110,321080,GB-0466,small_airport,London Colney,51.7056,-0.274931,295.0,EU,GB,GB-ENG,,no,,,,http://www.hertsmicrolightclub.co.uk,,The Dell
22111,321081,GB-0467,small_airport,Pound Green Airfield,52.403999999999996,-2.35702,360.0,EU,GB,GB-ENG,,no,,,,,,
22112,321123,GB-0468,small_airport,Ewesley Airstrip,55.2205,-1.9262099999999998,278.0,EU,GB,GB-ENG,,no,,,,,,
22113,321124,GB-0469,small_airport,Calton Moor Airfield,53.0328,-1.83495,990.0,EU,GB,GB-ENG,,no,,,,http://www.caltonmoorflyers.co.uk/,,
22114,321186,GB-0470,small_airport,Watnall Airfield,53.0286,-1.25577,410.0,EU,GB,GB-ENG,,no,,,,http://www.microlight.flyer.co.uk,,
22115,321187,GB-0471,small_airport,Roserrow Airstrip,50.5617,-4.89654,410.0,EU,GB,GB-ENG,,no,,,,http://www.roserrow.co.uk,,
22116,321188,GB-0472,small_airport,Titsey Airstrip,51.2756,0.026755599999999997,,EU,GB,GB-ENG,,no,,,,,,
22117,321223,GB-0473,small_airport,Over Farm Microlight,51.8761,-2.28139,50.0,EU,GB,GB-ENG,,no,,,,http://overfarmmicrolights.co.uk,,
22118,321224,GB-0474,small_airport,Middlebank Top Farm Airstrip,53.7237,-2.25557,968.0,EU,GB,GB-ENG,Lumb-in-Rossendale,no,,,,,,
22119,321225,GB-0475,small_airport,Osbaston Lodge Farm Airstrip,52.6367,-1.3905100000000001,371.0,EU,GB,GB-ENG,Osbaston,no,,,,,,
22120,321273,GB-0476,small_airport,Brookfield Farm Airstrip,53.4288,-0.347583,108.0,EU,GB,GB-ENG,,no,,,,,,
22121,321274,GB-0477,small_airport,Onecoat Morridge Airstrip,53.1154,-1.94472,1386.0,EU,GB,GB-ENG,,no,,,,,,
22122,321276,GB-0478,small_airport,Rathfriland Airstrip,54.253246,-6.229055000000001,,EU,GB,GB-NIR,Rathfriland,no,,,,,,
22123,321298,GB-0479,small_airport,Rhedyn Coch Farm Airstrip,53.2833,-3.3671300000000004,615.0,EU,GB,GB-WLS,,no,,,,,,
22124,321299,GB-0480,small_airport,Kemeys Commander Airstrip,51.7362,-2.93729,130.0,EU,GB,GB-ENG,,no,,,,,,
22125,321313,GB-0481,small_airport,Viners Airstrip,52.4806,-1.34255,375.0,EU,GB,GB-ENG,,no,,,,,,
22126,321319,GB-0482,small_airport,Thornhill Airfield,56.148880000000005,-4.18588,,EU,GB,GB-SCT,Thornhill,no,,,,,,
22127,321356,GB-0483,small_airport,High Flats Farm Airstrip,54.8697,-1.59656,220.0,EU,GB,GB-ENG,,no,,,,,,
22128,321357,GB-0484,small_airport,Birds Edge Airstrip,53.567,-1.68403,253.0,EU,GB,GB-ENG,,no,,,,,,
22129,321358,GB-0485,small_airport,Egton Airstrip,54.4606,-0.7434810000000001,700.0,EU,GB,GB-ENG,,no,,,,,,
22130,321363,GB-0486,small_airport,Crossmaglen Airstrip,54.062915000000004,-6.559010000000001,,EU,GB,GB-NIR,,no,,,,,,
22131,321364,GB-0487,small_airport,Loughbrickland Airstrip,54.326999,-6.2916620000000005,,EU,GB,GB-NIR,,no,,,,,,
22132,323667,GB-0488,small_airport,St Mellion Airstrip,50.4752449,-4.3084034,,EU,GB,GB-ENG,Bealbury,no,,,,,,
22133,321542,GB-0489,small_airport,Redrock Airstrip,54.302863,-6.585688,,EU,GB,GB-NIR,Redrock,no,,,,,,
22134,321684,GB-0490,small_airport,Oakley Microlight,51.783281099999996,-1.0743639999999999,,EU,GB,GB-ENG,Oakley,no,,,,https://www.bucks-microlight-club.org.uk,,Buckinghamshire Microlight Club
22135,321835,GB-0491,small_airport,Dunnamanagh Airstrip,54.889694999999996,-7.266047,,EU,GB,GB-NIR,,no,,,,,,
22136,321864,GB-0492,small_airport,Rattlesden,52.170757,0.872081,,EU,GB,GB-ENG,Rattlesden,no,,,,https://www.rattlesdengliding.com/,https://en.wikipedia.org/wiki/RAF_Rattlesden,RAF Rattlesden
22137,321943,GB-0493,small_airport,Blackhill Airstrip,54.804220900000004,-6.7556928,,EU,GB,GB-NIR,,no,,,,,,
22138,322438,GB-0494,small_airport,Avon Lane Airfield,51.4102105,-2.4477922000000003,,EU,GB,GB-ENG,Saltford,no,,,,,,
22139,322713,GB-0495,small_airport,Preston Capes Airfield,52.178084999999996,-1.176136,,EU,GB,GB-ENG,,no,,,,,,
22140,322722,GB-0496,heliport,Rotorspan,52.285500001,-2.1823,,EU,GB,GB-ENG,Droitwich,no,,,,,,
22141,322762,GB-0497,small_airport,Kirton-in-Lindsey Glider Field,53.4622,-0.5769,,EU,GB,GB-ENG,,no,,,,http://tvgc.org.uk,,
22142,322818,GB-0498,small_airport,Wold Lodge Airstrip,52.368221399999996,-0.6335390999999999,,EU,GB,GB-ENG,Finedon,no,,,,,,
22143,322881,GB-0499,small_airport,Windsor Farm Airstrip,53.1973943,0.0379326,,EU,GB,GB-ENG,Hagworthingham,no,,,,,,
22144,322882,GB-0500,small_airport,Lindens Farm Airstrip,53.561574,-0.204035,,EU,GB,GB-ENG,Riby,yes,,,,,,
22145,322883,GB-0501,small_airport,Northorpe Fen Airstrip,52.7454779,-0.3423425,,EU,GB,GB-ENG,,no,,,,,,
22146,322884,GB-0502,small_airport,Poplars Farm Airstrip,52.234596,-1.4206706,,EU,GB,GB-ENG,Deppers Bridge,no,,,,,,
22147,322886,GB-0503,small_airport,Glebe Farm Airstrip,52.2007,-1.3651,,EU,GB,GB-ENG,Southam,no,,,,,,
22148,323212,GB-0504,small_airport,Salterford Farm Airfield,53.0617449,-1.0942177,,EU,GB,GB-ENG,Calverton,no,,,,,,
22149,323344,GB-0505,small_airport,Rookery Farm UL,51.473467600000006,-2.4032447,,EU,GB,GB-ENG,Doynton,no,,,,,,
22150,323443,GB-0506,small_airport,Englefield Airstrip,51.4262846,-1.1114556999999998,,EU,GB,GB-ENG,Theale,no,,,,,,
22151,323511,GB-0507,small_airport,Lodge Farm Airstrip,52.2348172,-1.0144367,,EU,GB,GB-ENG,Upper Heyford,no,,,,,,
22152,323605,GB-0508,small_airport,Mill Farm Airstrip,52.5835,-2.637706,,EU,GB,GB-ENG,Hughley,no,,,,,,
22153,323632,GB-0509,small_airport,Bycross Farm Airstrip,52.077944,-2.9074406,,EU,GB,GB-ENG,Moccas,no,,,,,,
22154,323981,GB-0510,closed,Doncaster Airfield,53.513889,-1.11,,EU,GB,GB-ENG,Doncaster,no,,,,,,
22155,324005,GB-0511,closed,RNAS Ford,50.817215999999995,-0.590155,,EU,GB,GB-ENG,Ford,no,,,,,,
22156,324006,GB-0512,closed,Ipswich Airport,52.030797,1.197901,,EU,GB,GB-ENG,Ipswich,no,,,,,,
22157,324207,GB-0513,small_airport,Firs Farm Airstrip,51.4722204,-1.3633203999999999,,EU,GB,GB-ENG,,no,,,,,,
22158,324345,GB-0514,small_airport,Roddige Airfield,52.715263,-1.745357,,EU,GB,GB-ENG,Lichfield,no,,,,,,
22159,324443,GB-0515,heliport,Weston-super-Mare Heliport,51.3389,-2.9326,,EU,GB,GB-ENG,,no,,,,,,
22160,324444,GB-0516,closed,RNAS St. Merryn,50.503964,-4.979277,,EU,GB,GB-ENG,,no,,,,,https://en.wikipedia.org/wiki/RNAS_St_Merryn_(HMS_Vulture),HMS Vulture
22161,324484,GB-0517,small_airport,Glebe Farm Airstrip,51.1332654,-2.0349483,,EU,GB,GB-ENG,Hougham,no,,,,,,
22162,324610,GB-0518,closed,Erase Me 3,-0.1,0.0,,EU,GB,GB-SCT,,no,,,,,,
22163,324611,GB-0519,closed,Erase Me 4,0.0,-0.1,,EU,GB,GB-SCT,,no,,,,,,
22164,324613,GB-0520,closed,Erase Me 8,0.0,-0.2,,EU,GB,GB-ENG,,no,,,,,,
22165,324614,GB-0521,closed,Erase Me 9,0.3,0.0,,EU,GB,GB-ENG,,no,,,,,,
22166,324810,GB-0522,small_airport,Wood Farm Airstrip,52.121627399999994,-0.6948611,,EU,GB,GB-ENG,,no,,,,,,
22167,324828,GB-0523,closed,Erase Me 5,0.2,0.0,,EU,GB,GB-ENG,Dubai,no,,,,,,
22168,324984,GB-0524,small_airport,Tempest Airstrip,50.1794275,-5.449931200000001,,EU,GB,GB-ENG,,no,,,,,,
22169,324985,GB-0525,small_airport,Pilmuir Farm Airstrip,56.2240212,-2.9776945,,EU,GB,GB-SCT,,no,,,,,,
22170,324999,GB-0526,small_airport,North Moreton Airstrip,51.60350579999999,-1.1846508,,EU,GB,GB-ENG,,no,,,,,,
22171,325000,GB-0527,small_airport,Metropolitan Police Air Support Unit,51.6538182,0.0171705,,EU,GB,GB-ENG,,no,,,,,,
22172,325091,GB-0528,heliport,Nissan Helipad,54.90891,-1.483143,,EU,GB,GB-ENG,Sunderland,no,,,,,,
22173,325306,GB-0529,small_airport,Earwig Farm Airstrip,52.1850211,-0.5159564999999999,,EU,GB,GB-ENG,,no,,,,,,
22174,325399,GB-0530,closed,Erase Me 10,0.0,0.3,,EU,GB,GB-ENG,,no,,,,,,
22175,325630,GB-0531,small_airport,Orchardleigh Private Airstrip,51.2540766,-2.3247904999999998,,EU,GB,GB-ENG,near Frome,no,,,,,,
22176,325679,GB-0532,small_airport,Grange Farm private Airstrip,53.3227085,-0.2576933,,EU,GB,GB-ENG,,no,,,,http://www.thegrange-lincolnshire.co.uk/,,
22177,325932,GB-0533,small_airport,Rendcomb Airfield,51.78252,-1.9515900000000002,,EU,GB,GB-ENG,Rendcomb,no,,,,,,
22178,325933,GB-0534,closed,Chedworth RAF Air Base,51.816307,-1.940015,807.0,EU,GB,GB-ENG,Chedworth,no,,,,,https://en.wikipedia.org/wiki/RAF_Chedworth,
22179,326073,GB-0535,small_airport,Luxter Farm Airstrip,51.59597,-0.8928645000000001,,EU,GB,GB-ENG,,no,,,,,,
22180,326150,GB-0536,large_airport,LHR,0.0,0.0,,EU,GB,GB-ENG,,no,,,,,,
22181,326151,GB-0537,large_airport,heathrow,0.0,0.0,,EU,GB,GB-ENG,,no,,,,,,
22182,326208,GB-0538,heliport,+27717069166 LOTTERY SPELLS CASTER UK HONDURAS USA AUSTRIA PHILIPPINES ESTONIA FRANCE.,1.25,8.1666666666667,,EU,GB,GB-ENG,LONDON,no,,,,,,"lottery spells, lotto jackpot, power ball spells"
22183,326356,GB-0539,small_airport,Achnasheen Airstrip,57.5708442,-5.1888389,,EU,GB,GB-SCT,,no,,,,,,"achnasheen, lubmore"
22184,326357,GB-0540,small_airport,Ballone Castle Airstrip,57.83229300000001,-3.808089,,EU,GB,GB-SCT,,no,,,,,,
22185,326358,GB-0541,small_airport,Glensanda Airstrip,56.5610514,-5.5474649000000005,,EU,GB,GB-SCT,,no,,,,,,
22186,326382,GB-0542,small_airport,Forfar Airstrip,56.65336310000001,-2.8327751,,EU,GB,GB-SCT,Forfar,no,,,,,,
22187,326575,GB-0543,medium_airport,Newcastle,-4.15,0.0,,EU,GB,GB-ENG,seaham,yes,,,,,,
22188,326703,GB-0544,small_airport,Rectory Farm Airstrip,53.086138,-0.8484860000000001,,EU,GB,GB-ENG,Averham,no,,,,,,
22189,326704,GB-0545,small_airport,Portmoak Glider Field,56.191031,-3.3285050000000003,,EU,GB,GB-SCT,Portmoak,no,,,,,,
22190,326705,GB-0546,small_airport,Carrickmore Airstrip,54.572102,-7.044873,541.0,EU,GB,GB-NIR,Carrickmore,no,,,,http://www.c-moreflyingschool.com/,,
22191,326746,GB-0547,small_airport,Pear Tree Farm Airstrip,53.279332999999994,-2.297641,200.0,EU,GB,GB-ENG,Marthall,no,,,,,,
22192,326753,GB-0548,small_airport,Lukesfield Airstrip,51.178559,0.526992,,EU,GB,GB-ENG,,no,,,,,,
22193,326754,GB-0549,small_airport,Anniesfield Microlight Site,51.751637,0.699028,,EU,GB,GB-ENG,,no,,,,,,
22194,326755,GB-0550,small_airport,Lower Botrea,50.112244,-5.629731,500.0,EU,GB,GB-ENG,,no,,,,,,
22195,326756,GB-0551,small_airport,Sackville Farm Airstrip,52.262421999999994,-0.486598,250.0,EU,GB,GB-ENG,RISELEY Bedfordshire,no,,,,http://www.sackvilleflyingclub.co.uk/,,
22196,326757,GB-0552,small_airport,Meppershall,52.02053,-0.355031,160.0,EU,GB,GB-ENG,,no,,,,http://www.brinkleyaviation.com/,,
22197,326763,GB-0553,small_airport,Raydon Wings,52.018658,1.007259,170.0,EU,GB,GB-ENG,,no,,,,,,
22198,326802,GB-0554,small_airport,Carr Valley,53.688505000000006,-2.796592,,EU,GB,GB-ENG,,no,,,,,,
22199,326803,GB-0555,small_airport,Brown Shutters Farm Airstrip,51.311381,-2.308502,400.0,EU,GB,GB-ENG,,no,,,,,,
22200,326804,GB-0556,small_airport,Blooms Farm Airstrip,51.994166,0.556438,243.0,EU,GB,GB-ENG,,no,,,,,,
22201,326805,GB-0557,small_airport,Saltby Glider Field,52.82966700000001,-0.7125,480.0,EU,GB,GB-ENG,Saltby,no,,,,http://www.buckminstergc.co.uk,,
22202,326821,GB-0558,small_airport,Tarsan Lane Microlights,54.457555000000006,-6.436968,40.0,EU,GB,GB-NIR,Portadown,no,,,,http://www.flyni.co.uk,,
22203,326848,GB-0559,small_airport,Aughrim Airstrip,54.093810999999995,-6.045952,,EU,GB,GB-NIR,,no,,,,,,
22204,326881,GB-0560,small_airport,Horham Airstrip,52.309166999999995,1.2255,180.0,EU,GB,GB-ENG,Horham,no,,,,,,
22205,326887,GB-0561,small_airport,Cae Mawr Tyddyn Hen,53.157272999999996,-4.235529,200.0,EU,GB,GB-WLS,,no,,,,,,
22206,30935,GB-DOC,small_airport,Dornoch Airfield,57.868999,-4.023,1.0,EU,GB,GB-SCT,Dornoch,no,EGZJ,DOC,,http://www.dornochairfield.com/,,
22207,31147,GB-FLH,small_airport,Flotta Isle Airport,58.82580184936499,-3.1427800655365004,50.0,EU,GB,GB-SCT,Flotta Isle,no,EGZR,FLH,,,,
22208,31199,GB-FOA,small_airport,Foula Airport,60.121725,-2.053202,150.0,EU,GB,GB-SCT,Foula,yes,EGFO,FOA,,,http://en.wikipedia.org/wiki/Foula_Airfield,
22209,35156,GB-OUK,medium_airport,Outer Skerries Airport,60.4252,-0.75,76.0,EU,GB,GB-SCT,Grunay Island,yes,EGOU,OUK,,,,"Out Skerries, Housay, Bruray, Grunay"
22210,32175,GB-PSV,small_airport,Papa Stour Airport,60.321701049805,-1.6930600404738998,,EU,GB,GB-SCT,Papa Stour Island,yes,EGSZ,PSV,,,,
22211,29640,GB-ULL,small_airport,Glenforsa Airfield,56.517502,-5.9141699999999995,15.0,EU,GB,GB-SCT,Glenforsa,no,EGZU,,,http://www.glenforsaairfield.co.uk/1.html,,
29687,3982,LCRA,large_airport,RAF Akrotiri,34.590401,32.9879,76.0,EU,GB,GB-U-A,Akrotiri,yes,LCRA,AKT,,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,http://en.wikipedia.org/wiki/Akrotiri,"Royal Air Force,"
30430,325333,LGW,closed,Erase Me 24,0.0,0.7,,EU,GB,GB-ENG,,no,,,,,,
32189,300789,MJG,closed,RAF Castle Combe,51.489722,-2.2125,,EU,GB,GB-ENG,Wiltshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Castle_Combe,
47691,302218,US-0214,closed,RAF Castle Archdale/RAF Lough Erne,54.4806105242,-7.72707939148,,EU,GB,GB-NIR,County Fermanagh,no,,,,,http://en.wikipedia.org/wiki/RAF_Castle_Archdale,
47693,302246,US-0216,closed,RAF Carnaby,54.060832999999995,-0.261667,33.0,EU,GB,GB-ENG,East Riding of Yorkshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Carnaby,
47695,302254,US-0218,closed,RAF Catfoss,53.91996009060001,-0.276460647583,36.0,EU,GB,GB-ENG,Yorkshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Catfoss,
47696,302255,US-0219,closed,RNAS Cattewater/RAF Cattewater/RAF Mount Batten,50.358889000000005,-4.13,,EU,GB,GB-ENG,Devon,no,,,,,http://en.wikipedia.org/wiki/RAF_Cattewater,
47697,302269,US-0220,closed,Kingstown Municipal Airport/RAF Kingstown/RAF Carlisle,54.92694399999999,-2.9602779999999997,,EU,GB,GB-ENG,Cumbria,no,,,,,http://en.wikipedia.org/wiki/RAF_Carlisle,
47698,302270,US-0221,closed,RAF Cardington,52.108922,-0.42249899999999996,98.0,EU,GB,GB-ENG,Bedfordshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Cardington,
47699,302272,US-0222,closed,RAF Chailey,50.955278,-0.055555999999999994,,EU,GB,GB-ENG,East Sussex,no,,,,,http://en.wikipedia.org/wiki/RAF_Chailey,
48171,325236,US-0693,closed,Erase Me 15,0.0,0.5,,EU,GB,GB-U-A,,no,,,,,,
50812,41918,XBRO,small_airport,Broadford Airstrip,57.253399,-5.8279,24.0,EU,GB,GB-SCT,Ashaig,no,EGEI,,,,http://en.wikipedia.org/wiki/Broadford_Airfield,"Ashaig Airstrip, Isle of Sky Airstrip, Broadford"
50824,41917,XPLO,small_airport,Plockton Airstrip,57.335499,-5.673080000000001,226.0,EU,GB,GB-SCT,Plockton,no,EGEV,,XPLO,,,
52876,300640,ZA-0102,closed,Castle Bromwich Aerodrome/RAF Castle Bromwich,52.517222,-1.7866669999999998,,EU,GB,GB-ENG,Warwickshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Castle_Bromwich,
53246,46378,ZZ-0001,heliport,Sealand Helipad,51.894444,1.4825,40.0,EU,GB,GB-ENG,Sealand,no,,,,http://www.sealandgov.org/,http://en.wikipedia.org/wiki/Principality_of_Sealand,Roughs Tower Helipad
